day,date,lat,lon,state
0,2017-07-05 09:15:23,1.27,103.76,0
1,2017-07-05 22:21:22,4.745150538820687,108.09010738495566,1
2,2017-07-06 23:42:11,10.246243937711045,112.47736388487485,1
